Country,Province,Lat,Lon,Date,Cases,Status
Afghanistan,,33.9391,67.71,2020-03-19T00:00:00Z,1,recovered
Afghanistan,,33.9391,67.71,2020-03-19T00:00:00Z,0,deaths
Afghanistan,,33.9391,67.71,2020-03-20T00:00:00Z,24,confirmed
Afghanistan,,33.9391,67.71,2020-03-20T00:00:00Z,1,recovered
Afghanistan,,33.9391,67.71,2020-03-20T00:00:00Z,0,deaths
Afghanistan,,33.9391,67.71,2020-03-21T00:00:00Z,24,confirmed
Afghanistan,,33.9391,67.71,2020-03-21T00:00:00Z,1,recovered
Afghanistan,,33.9391,67.71,2020-03-21T00:00:00Z,0,deaths
Afghanistan,,33.9391,67.71,2020-03-22T00:00:00Z,40,confirmed
Afghanistan,,33.9391,67.71,2020-03-22T00:00:00Z,1,recovered
Afghanistan,,33.9391,67.71,2020-03-22T00:00:00Z,1,deaths
Afghanistan,,33.9391,67.71,2020-03-23T00:00:00Z,40,confirmed
Afghanistan,,33.9391,67.71,2020-03-23T00:00:00Z,1,recovered
Afghanistan,,33.9391,67.71,2020-03-23T00:00:00Z,1,deaths
Afghanistan,,33.9391,67.71,2020-03-24T00:00:00Z,74,confirmed
Afghanistan,,33.9391,67.71,2020-03-24T00:00:00Z,1,recovered
Afghanistan,,33.9391,67.71,2020-03-24T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-09T00:00:00Z,2,confirmed
Albania,,41.1533,20.1683,2020-03-09T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-09T00:00:00Z,0,deaths
Albania,,41.1533,20.1683,2020-03-10T00:00:00Z,10,confirmed
Albania,,41.1533,20.1683,2020-03-10T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-10T00:00:00Z,0,deaths
Albania,,41.1533,20.1683,2020-03-11T00:00:00Z,12,confirmed
Albania,,41.1533,20.1683,2020-03-11T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-11T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-12T00:00:00Z,23,confirmed
Albania,,41.1533,20.1683,2020-03-12T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-12T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-13T00:00:00Z,33,confirmed
Albania,,41.1533,20.1683,2020-03-13T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-13T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-14T00:00:00Z,38,confirmed
Albania,,41.1533,20.1683,2020-03-14T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-14T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-15T00:00:00Z,42,confirmed
Albania,,41.1533,20.1683,2020-03-15T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-15T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-16T00:00:00Z,51,confirmed
Albania,,41.1533,20.1683,2020-03-16T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-16T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-17T00:00:00Z,55,confirmed
Albania,,41.1533,20.1683,2020-03-17T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-17T00:00:00Z,1,deaths
Albania,,41.1533,20.1683,2020-03-18T00:00:00Z,59,confirmed
Albania,,41.1533,20.1683,2020-03-18T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-18T00:00:00Z,2,deaths
Albania,,41.1533,20.1683,2020-03-19T00:00:00Z,64,confirmed
Albania,,41.1533,20.1683,2020-03-19T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-19T00:00:00Z,2,deaths
Albania,,41.1533,20.1683,2020-03-20T00:00:00Z,70,confirmed
Albania,,41.1533,20.1683,2020-03-20T00:00:00Z,0,recovered
Albania,,41.1533,20.1683,2020-03-20T00:00:00Z,2,deaths
Albania,,41.1533,20.1683,2020-03-21T00:00:00Z,76,confirmed
Albania,,41.1533,20.1683,2020-03-21T00:00:00Z,2,recovered
Albania,,41.1533,20.1683,2020-03-21T00:00:00Z,2,deaths
Albania,,41.1533,20.1683,2020-03-22T00:00:00Z,89,confirmed
Albania,,41.1533,20.1683,2020-03-22T00:00:00Z,2,recovered
Albania,,41.1533,20.1683,2020-03-22T00:00:00Z,2,deaths
Albania,,41.1533,20.1683,2020-03-23T00:00:00Z,104,confirmed
Albania,,41.1533,20.1683,2020-03-23T00:00:00Z,2,recovered
Albania,,41.1533,20.1683,2020-03-23T00:00:00Z,4,deaths
Albania,,41.1533,20.1683,2020-03-24T00:00:00Z,123,confirmed
Albania,,41.1533,20.1683,2020-03-24T00:00:00Z,10,recovered
Albania,,41.1533,20.1683,2020-03-24T00:00:00Z,5,deaths
Algeria,,28.0339,1.6596,2020-02-25T00:00:00Z,1,confirmed
Algeria,,28.0339,1.6596,2020-02-25T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-02-25T00:00:00Z,0,deaths
Algeria,,0,0,2020-02-25T00:00:00Z,1,confirmed
Algeria,,0,0,2020-02-25T00:00:00Z,0,recovered
Algeria,,0,0,2020-02-25T00:00:00Z,0,deaths
Algeria,,0,0,2020-02-26T00:00:00Z,1,confirmed
Algeria,,0,0,2020-02-26T00:00:00Z,0,recovered
Algeria,,0,0,2020-02-26T00:00:00Z,0,deaths
Algeria,,0,0,2020-02-27T00:00:00Z,1,confirmed
Algeria,,0,0,2020-02-27T00:00:00Z,0,recovered
Algeria,,0,0,2020-02-27T00:00:00Z,0,deaths
Algeria,,0,0,2020-02-28T00:00:00Z,1,confirmed
Algeria,,0,0,2020-02-28T00:00:00Z,0,recovered
Algeria,,0,0,2020-02-28T00:00:00Z,0,deaths
Algeria,,0,0,2020-02-29T00:00:00Z,1,confirmed
Algeria,,0,0,2020-02-29T00:00:00Z,0,recovered
Algeria,,0,0,2020-02-29T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-01T00:00:00Z,1,confirmed
Algeria,,28.0339,1.6596,2020-03-01T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-01T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-02T00:00:00Z,3,confirmed
Algeria,,28.0339,1.6596,2020-03-02T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-02T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-03T00:00:00Z,5,confirmed
Algeria,,28.0339,1.6596,2020-03-03T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-03T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-04T00:00:00Z,12,confirmed
Algeria,,28.0339,1.6596,2020-03-04T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-04T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-05T00:00:00Z,12,confirmed
Algeria,,28.0339,1.6596,2020-03-05T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-05T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-06T00:00:00Z,17,confirmed
Algeria,,28.0339,1.6596,2020-03-06T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-06T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-07T00:00:00Z,17,confirmed
Algeria,,28.0339,1.6596,2020-03-07T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-07T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-08T00:00:00Z,19,confirmed
Algeria,,28.0339,1.6596,2020-03-08T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-08T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-09T00:00:00Z,20,confirmed
Algeria,,28.0339,1.6596,2020-03-09T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-09T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-10T00:00:00Z,20,confirmed
Algeria,,28.0339,1.6596,2020-03-10T00:00:00Z,0,recovered
Algeria,,28.0339,1.6596,2020-03-10T00:00:00Z,0,deaths
Algeria,,28.0339,1.6596,2020-03-11T00:00:00Z,26,confirmed
Algeria,,28.0339,1.6596,2020-03-11T00:00:00Z,8,recovered
Algeria,,28.0339,1.6596,2020-03-11T00:00:00Z,2,deaths
Algeria,,28.0339,1.6596,2020-03-12T00:00:00Z,24,confirmed
Algeria,,28.0339,1.6596,2020-03-12T00:00:00Z,8,recovered
Algeria,,28.0339,1.6596,2020-03-12T00:00:00Z,1,deaths
Algeria,,28.0339,1.6596,2020-03-13T00:00:00Z,26,confirmed
Algeria,,28.0339,1.6596,2020-03-13T00:00:00Z,8,recovered
Algeria,,28.0339,1.6596,2020-03-13T00:00:00Z,2,deaths
Algeria,,28.0339,1.6596,2020-03-14T00:00:00Z,37,confirmed
Algeria,,28.0339,1.6596,2020-03-14T00:00:00Z,12,recovered
Algeria,,28.0339,1.6596,2020-03-14T00:00:00Z,3,deaths
Algeria,,28.0339,1.6596,2020-03-15T00:00:00Z,48,confirmed
Algeria,,28.0339,1.6596,2020-03-15T00:00:00Z,12,recovered
Algeria,,28.0339,1.6596,2020-03-15T00:00:00Z,4,deaths
Algeria,,28.0339,1.6596,2020-03-16T00:00:00Z,54,confirmed
Algeria,,28.0339,1.6596,2020-03-16T00:00:00Z,12,recovered
Algeria,,28.0339,1.6596,2020-03-16T00:00:00Z,4,deaths
Algeria,,28.0339,1.6596,2020-03-17T00:00:00Z,60,confirmed
Algeria,,28.0339,1.6596,2020-03-17T00:00:00Z,12,recovered
Algeria,,28.0339,1.6596,2020-03-17T00:00:00Z,4,deaths
Algeria,,28.0339,1.6596,2020-03-18T00:00:00Z,74,confirmed
Algeria,,28.0339,1.6596,2020-03-18T00:00:00Z,12,recovered
Algeria,,28.0339,1.6596,2020-03-18T00:00:00Z,7,deaths
Algeria,,28.0339,1.6596,2020-03-19T00:00:00Z,87,confirmed
Algeria,,28.0339,1.6596,2020-03-19T00:00:00Z,32,recovered
Algeria,,28.0339,1.6596,2020-03-19T00:00:00Z,9,deaths
Algeria,,28.0339,1.6596,2020-03-20T00:00:00Z,90,confirmed
Algeria,,28.0339,1.6596,2020-03-20T00:00:00Z,32,recovered
Algeria,,28.0339,1.6596,2020-03-20T00:00:00Z,11,deaths
Algeria,,28.0339,1.6596,2020-03-21T00:00:00Z,139,confirmed
Algeria,,28.0339,1.6596,2020-03-21T00:00:00Z,32,recovered
Algeria,,28.0339,1.6596,2020-03-21T00:00:00Z,15,deaths
Algeria,,28.0339,1.6596,2020-03-22T00:00:00Z,201,confirmed
Algeria,,28.0339,1.6596,2020-03-22T00:00:00Z,65,recovered
Algeria,,28.0339,1.6596,2020-03-22T00:00:00Z,17,deaths
Algeria,,28.0339,1.6596,2020-03-23T00:00:00Z,230,confirmed
Algeria,,28.0339,1.6596,2020-03-23T00:00:00Z,65,recovered
Algeria,,28.0339,1.6596,2020-03-23T00:00:00Z,17,deaths
Algeria,,28.0339,1.6596,2020-03-24T00:00:00Z,264,confirmed
Algeria,,28.0339,1.6596,2020-03-24T00:00:00Z,24,recovered
Algeria,,28.0339,1.6596,2020-03-24T00:00:00Z,19,deaths
Andorra,,42.5063,1.5218,2020-03-02T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-02T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-02T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-03T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-03T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-03T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-04T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-04T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-04T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-05T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-05T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-05T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-06T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-06T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-06T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-07T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-07T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-07T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-08T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-08T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-08T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-09T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-09T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-09T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-10T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-10T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-10T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-11T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-11T00:00:00Z,0,recovered
Andorra,,42.5063,1.5218,2020-03-11T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-12T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-12T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-12T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-13T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-13T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-13T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-14T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-14T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-14T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-15T00:00:00Z,1,confirmed
Andorra,,42.5063,1.5218,2020-03-15T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-15T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-16T00:00:00Z,2,confirmed
Andorra,,42.5063,1.5218,2020-03-16T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-16T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-17T00:00:00Z,39,confirmed
Andorra,,42.5063,1.5218,2020-03-17T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-17T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-18T00:00:00Z,39,confirmed
Andorra,,42.5063,1.5218,2020-03-18T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-18T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-19T00:00:00Z,53,confirmed
Andorra,,42.5063,1.5218,2020-03-19T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-19T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-20T00:00:00Z,75,confirmed
Andorra,,42.5063,1.5218,2020-03-20T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-20T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-21T00:00:00Z,88,confirmed
Andorra,,42.5063,1.5218,2020-03-21T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-21T00:00:00Z,0,deaths
Andorra,,42.5063,1.5218,2020-03-22T00:00:00Z,113,confirmed
Andorra,,42.5063,1.5218,2020-03-22T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-22T00:00:00Z,1,deaths
Andorra,,42.5063,1.5218,2020-03-23T00:00:00Z,133,confirmed
Andorra,,42.5063,1.5218,2020-03-23T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-23T00:00:00Z,1,deaths
Andorra,,42.5063,1.5218,2020-03-24T00:00:00Z,164,confirmed
Andorra,,42.5063,1.5218,2020-03-24T00:00:00Z,1,recovered
Andorra,,42.5063,1.5218,2020-03-24T00:00:00Z,1,deaths
Angola,,-11.2027,17.8739,2020-03-20T00:00:00Z,1,confirmed
Angola,,-11.2027,17.8739,2020-03-20T00:00:00Z,0,recovered
Angola,,-11.2027,17.8739,2020-03-20T00:00:00Z,0,deaths
Angola,,-11.2027,17.8739,2020-03-21T00:00:00Z,2,confirmed
Angola,,-11.2027,17.8739,2020-03-21T00:00:00Z,0,recovered
Angola,,-11.2027,17.8739,2020-03-21T00:00:00Z,0,deaths
Angola,,-11.2027,17.8739,2020-03-22T00:00:00Z,2,confirmed
Angola,,-11.2027,17.8739,2020-03-22T00:00:00Z,0,recovered
Angola,,-11.2027,17.8739,2020-03-22T00:00:00Z,0,deaths
Angola,,-11.2027,17.8739,2020-03-23T00:00:00Z,3,confirmed
Angola,,-11.2027,17.8739,2020-03-23T00:00:00Z,0,recovered
Angola,,-11.2027,17.8739,2020-03-23T00:00:00Z,0,deaths
Angola,,-11.2027,17.8739,2020-03-24T00:00:00Z,3,confirmed
Angola,,-11.2027,17.8739,2020-03-24T00:00:00Z,0,recovered
Angola,,-11.2027,17.8739,2020-03-24T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-11T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-11T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-11T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-13T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-13T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-13T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-14T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-14T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-14T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-15T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-15T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-15T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-16T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-16T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-16T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-17T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-17T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-17T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-18T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-18T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-18T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-19T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-19T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-19T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-20T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-20T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-20T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-21T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-21T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-21T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-22T00:00:00Z,1,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-22T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-22T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-23T00:00:00Z,3,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-23T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-23T00:00:00Z,0,deaths
Antigua and Barbuda,,17.0608,-61.7964,2020-03-24T00:00:00Z,3,confirmed
Antigua and Barbuda,,17.0608,-61.7964,2020-03-24T00:00:00Z,0,recovered
Antigua and Barbuda,,17.0608,-61.7964,2020-03-24T00:00:00Z,0,deaths
Argentina,,-38.4161,-63.6167,2020-03-03T00:00:00Z,1,confirmed
Argentina,,-38.4161,-63.6167,2020-03-03T00:00:00Z,0,recovered
Argentina,,-38.4161,-63.6167,2020-03-03T00:00:00Z,0,deaths
Argentina,,-38.4161,-63.6167,2020-03-04T00:00:00Z,0,recovered
Argentina,,-38.4161,-63.6167,2020-03-04T00:00:00Z,0,deaths
Argentina,,-38.4161,-63.6167,2020-03-04T00:00:00Z,1,confirmed
Argentina,,-38.4161,-63.6167,2020-03-05T00:00:00Z,1,confirmed
Argentina,,-38.4161,-63.6167,2020-03-05T00:00:00Z,0,recovered
Argentina,,-38.4161,-63.6167,2020-03-05T00:00:00Z,0,deaths
Argentina,,-38.4161,-63.6167,2020-03-06T00:00:00Z,2,confirmed
Argentina,,-38.4161,-63.6167,2020-03-06T00:00:00Z,0,recovered
Argentina,,-38.4161,-63.6167,2020-03-06T00:00:00Z,0,deaths
Argentina,,-38.4161,-63.6167,2020-03-07T00:00:00Z,8,confirmed
Argentina,,-38.4161,-63.6167,2020-03-07T00:00:00Z,0,recovered
Argentina,,-38.4161,-63.6167,2020-03-07T00:00:00Z,0,deaths
Argentina,,-38.4161,-63.6167,2020-03-08T00:00:00Z,12,confirmed
Argentina,,-38.4161,-63.6167,2020-03-08T00:00:00Z,0,recovered
